amount,year,month,day,category_Bills & Fees,category_Food & Drinks,category_Transport,account_Cash,account_Metro Card,account_Salary Bank,account_Savings Bank,type_EXPENSE,type_INCOME,type_TRANSFER,Cluster
45000.0,2024,8,11,True,False,False,False,False,False,True,True,False,False,0
40000.0,2024,8,10,False,True,False,True,False,False,False,True,False,False,0
10000.0,2024,8,9,False,False,True,True,False,False,False,True,False,False,0
200000.0,2024,8,7,True,False,False,False,False,False,True,True,False,False,0
4000.0,2024,8,4,True,False,False,False,False,True,False,False,True,False,0
500000.0,2024,8,4,True,False,False,False,False,False,True,True,False,False,0
30000.0,2024,8,2,True,False,False,False,False,True,False,True,False,False,0
100000.0,2024,8,2,False,False,True,False,False,False,True,True,False,False,0
74000.0,2024,8,2,False,False,True,True,False,False,False,True,False,False,0
102000.0,2024,8,2,False,False,True,False,False,False,True,True,False,False,0
152000.0,2024,8,1,True,False,False,False,False,False,True,True,False,False,0
500000.0,2024,8,1,True,False,False,False,False,False,True,True,False,False,0
22000.0,2024,7,31,True,False,False,False,False,False,True,True,False,False,1
300000.0,2024,7,31,True,False,False,False,False,False,True,True,False,False,1
70000.0,2024,7,26,False,True,False,False,False,False,True,True,False,False,1
0.0,2024,7,20,False,False,True,False,False,False,True,False,True,False,1
30000.0,2024,7,20,False,True,False,True,False,False,False,True,False,False,1
50000.0,2024,7,20,True,False,False,True,False,False,False,True,False,False,1
3000.0,2024,7,15,False,False,True,True,False,False,False,True,False,False,0
35000.0,2024,7,15,True,False,False,False,False,False,True,True,False,False,0
171000.0,2024,7,14,True,False,False,True,False,False,False,True,False,False,0
90000.0,2024,7,14,True,False,False,True,False,False,False,True,False,False,0
41000.0,2024,7,12,False,False,True,False,False,True,False,False,True,False,0
300000.0,2024,7,12,True,False,False,False,False,False,True,True,False,False,0
50000.0,2024,7,12,False,False,True,True,False,False,False,True,False,False,0
50000.0,2024,7,12,False,False,True,False,False,False,True,True,False,False,0
50000.0,2024,7,10,True,False,False,True,False,False,False,True,False,False,0
30000.0,2024,7,10,False,True,False,True,False,False,False,True,False,False,0
30000.0,2024,7,7,False,True,False,False,False,True,False,True,False,False,0
199000.0,2024,7,3,True,False,False,False,False,False,True,True,False,False,0
200000.0,2024,7,3,True,False,False,False,False,False,True,True,False,False,0
120000.0,2024,7,2,False,True,False,True,False,False,False,True,False,False,0
500000.0,2024,7,1,True,False,False,False,False,False,True,True,False,False,0
259000.0,2024,7,1,True,False,False,False,False,False,True,True,False,False,0
13000.0,2024,7,1,True,False,False,False,False,True,False,True,False,False,0
42000.0,2024,7,1,True,False,False,True,False,False,False,True,False,False,0
520000.0,2024,6,30,False,True,False,False,False,False,True,True,False,False,1
60000.0,2024,6,30,False,True,False,False,False,True,False,True,False,False,1
35000.0,2024,6,30,True,False,False,False,False,False,True,True,False,False,1
71000.0,2024,6,30,False,False,True,False,False,False,True,False,True,False,1
20000.0,2024,6,29,False,True,False,True,False,False,False,True,False,False,1
180000.0,2024,6,29,False,False,True,True,False,False,False,True,False,False,1
30000.0,2024,6,29,False,True,False,True,False,False,False,True,False,False,1
20000.0,2024,6,29,False,True,False,True,False,False,False,True,False,False,1
266900.0,2024,6,29,True,False,False,False,False,False,True,True,False,False,1
25000.0,2024,6,28,False,True,False,True,False,False,False,True,False,False,1
30000.0,2024,6,28,False,False,True,True,False,False,False,True,False,False,1
10000.0,2024,6,28,False,True,False,True,False,False,False,True,False,False,1
10000.0,2024,6,28,False,True,False,True,False,False,False,True,False,False,1
358000.0,2024,6,28,False,False,True,True,False,False,False,True,False,False,1
40000.0,2024,6,27,False,True,False,True,False,False,False,True,False,False,1
20000.0,2024,6,27,False,False,True,True,False,False,False,True,False,False,1
20000.0,2024,6,27,False,False,True,True,False,False,False,True,False,False,1
207000.0,2024,6,27,False,True,False,True,False,False,False,True,False,False,1
100000.0,2024,6,27,True,False,False,True,False,False,False,True,False,False,1
95000.0,2024,6,27,False,True,False,True,False,False,False,True,False,False,1
50000.0,2024,6,27,False,False,True,True,False,False,False,True,False,False,1
500000.0,2024,6,27,True,False,False,True,False,False,False,True,False,False,1
150000.0,2024,6,27,True,False,False,False,False,False,True,True,False,False,1
20000.0,2024,6,27,False,False,True,True,False,False,False,True,False,False,1
10000.0,2024,6,27,False,False,True,False,False,True,False,True,False,False,1
200000.0,2024,6,27,True,False,False,True,False,False,False,True,False,False,1
0.0,2024,6,27,True,False,False,False,False,True,False,False,False,True,1
200000.0,2024,6,26,False,False,True,False,False,True,False,True,False,False,1
20000.0,2024,6,26,False,False,True,False,False,True,False,True,False,False,1
20000.0,2024,6,24,True,False,False,False,False,True,False,True,False,False,1
240000.0,2024,6,23,True,False,False,False,False,True,False,True,False,False,1
20000.0,2024,6,23,False,False,True,False,False,True,False,True,False,False,1
70000.0,2024,6,23,False,True,False,False,False,True,False,True,False,False,1
102000.0,2024,6,23,False,False,True,False,False,True,False,True,False,False,1
44000.0,2024,6,23,False,True,False,False,False,True,False,True,False,False,1
600000.0,2024,6,23,True,False,False,False,False,True,False,True,False,False,1
40000.0,2024,6,21,False,False,True,False,False,True,False,True,False,False,1
60000.0,2024,6,20,False,False,True,False,False,True,False,True,False,False,1
20000.0,2024,6,20,False,True,False,False,False,True,False,True,False,False,1
259000.0,2024,6,20,True,False,False,False,False,True,False,True,False,False,1
20000.0,2024,6,19,True,False,False,False,False,True,False,True,False,False,1
20000.0,2024,6,17,False,True,False,True,False,False,False,True,False,False,1
260000.0,2024,6,17,False,False,True,True,False,False,False,True,False,False,1
20000.0,2024,6,17,False,True,False,True,False,False,False,True,False,False,1
35000.0,2024,6,17,True,False,False,False,False,True,False,False,True,False,1
250000.0,2024,6,17,False,True,False,False,False,True,False,True,False,False,1
120000.0,2024,6,17,False,False,True,True,False,False,False,True,False,False,1
500000.0,2024,6,16,True,False,False,True,False,False,False,True,False,False,1
170000.0,2024,6,16,False,False,True,False,False,True,False,True,False,False,1
200000.0,2024,6,16,False,True,False,False,False,True,False,True,False,False,1
500000.0,2024,6,16,True,False,False,True,False,False,False,True,False,False,1
0.0,2024,6,16,True,False,False,False,False,True,False,False,False,True,1
35000.0,2024,6,16,True,False,False,False,False,True,False,True,False,False,1
500000.0,2024,6,15,True,False,False,False,False,True,False,True,False,False,0
100000.0,2024,6,14,False,False,True,True,False,False,False,True,False,False,0
100000.0,2024,6,14,True,False,False,True,False,False,False,False,True,False,0
100000.0,2024,6,14,False,False,True,False,False,True,False,True,False,False,0
208500.0,2024,6,13,False,True,False,False,False,True,False,True,False,False,0
200000.0,2024,6,13,False,False,True,False,False,True,False,True,False,False,0
10000.0,2024,6,11,False,True,False,False,False,True,False,True,False,False,0
30000.0,2024,6,10,False,True,False,False,False,True,False,True,False,False,0
200000.0,2024,6,9,False,False,True,False,False,True,False,True,False,False,0
799000.0,2024,6,9,True,False,False,False,False,True,False,True,False,False,0
198880.0,2024,6,9,False,True,False,False,False,True,False,True,False,False,0
500000.0,2024,6,7,True,False,False,False,False,True,False,True,False,False,0
90000.0,2024,6,7,False,True,False,False,False,True,False,True,False,False,0
100000.0,2024,6,7,True,False,False,False,False,True,False,True,False,False,0
100000.0,2024,6,7,False,False,True,False,False,True,False,True,False,False,0
200000.0,2024,6,7,True,False,False,False,False,True,False,False,True,False,0
100000.0,2024,6,7,True,False,False,True,False,False,False,False,True,False,0
175000.0,2024,6,5,True,False,False,False,False,True,False,True,False,False,0
200000.0,2024,6,5,True,False,False,False,False,False,True,True,False,False,0
0.0,2024,6,5,True,False,False,False,False,True,False,False,False,True,0
35000.0,2024,6,5,True,False,False,False,False,True,False,False,True,False,0
30000.0,2024,6,5,False,True,False,False,False,True,False,True,False,False,0
67000.0,2024,6,5,False,False,True,True,False,False,False,True,False,False,0
155000.0,2024,6,5,True,False,False,False,False,False,True,True,False,False,0
10000.0,2024,6,5,False,False,True,False,False,True,False,True,False,False,0
199000.0,2024,6,5,True,False,False,False,False,True,False,True,False,False,0
200000.0,2024,6,5,True,False,False,False,False,True,False,False,True,False,0
70000.0,2024,6,5,True,False,False,False,False,True,False,False,True,False,0
200000.0,2024,6,4,True,False,False,False,False,True,False,True,False,False,0
90000.0,2024,6,3,False,True,False,True,False,False,False,True,False,False,0
300000.0,2024,6,3,True,False,False,False,False,False,True,True,False,False,0
100000.0,2024,6,3,False,False,True,False,False,True,False,True,False,False,0
520000.0,2024,5,31,False,True,False,False,False,False,True,True,False,False,1
54000.0,2024,5,31,False,False,True,False,False,True,False,True,False,False,1
30000.0,2024,5,31,False,True,False,False,False,True,False,True,False,False,1
100000.0,2024,5,31,False,False,True,False,False,True,False,True,False,False,1
10000.0,2024,5,31,True,False,False,True,False,False,False,True,False,False,1
190000.0,2024,5,30,False,True,False,False,False,True,False,True,False,False,1
35000.0,2024,5,30,True,False,False,False,False,False,True,True,False,False,1
35000.0,2024,5,29,False,True,False,False,False,True,False,True,False,False,1
11000.0,2024,5,29,True,False,False,False,False,True,False,False,True,False,1
30000.0,2024,5,29,False,True,False,False,False,True,False,True,False,False,1
160000.0,2024,5,28,True,False,False,False,False,True,False,True,False,False,1
30000.0,2024,5,28,False,False,True,True,False,False,False,True,False,False,1
35000.0,2024,5,28,False,True,False,False,False,True,False,True,False,False,1
0.0,2024,5,28,True,False,False,False,False,True,False,False,False,True,1
20000.0,2024,5,28,False,False,True,True,False,False,False,True,False,False,1
155000.0,2024,5,27,True,False,False,False,False,True,False,True,False,False,1
500000.0,2024,5,27,True,False,False,False,False,True,False,True,False,False,1
56000.0,2024,5,27,False,False,True,False,False,True,False,True,False,False,1
30000.0,2024,5,27,False,True,False,False,False,True,False,True,False,False,1
4000.0,2024,5,26,True,False,False,True,False,False,False,True,False,False,1
250000.0,2024,5,26,True,False,False,False,False,True,False,True,False,False,1
20000.0,2024,5,26,True,False,False,False,False,True,False,True,False,False,1
20000.0,2024,5,25,False,True,False,False,False,True,False,True,False,False,1
60000.0,2024,5,25,False,True,False,False,False,True,False,True,False,False,1
70000.0,2024,5,25,False,True,False,False,False,True,False,True,False,False,1
20000.0,2024,5,25,False,False,True,False,False,True,False,True,False,False,1
40000.0,2024,5,24,False,False,True,True,False,False,False,True,False,False,1
20000.0,2024,5,24,False,False,True,False,False,True,False,True,False,False,1
30000.0,2024,5,24,False,True,False,False,False,True,False,True,False,False,1
555000.0,2024,5,24,True,False,False,False,False,True,False,True,False,False,1
30000.0,2024,5,23,False,True,False,False,False,True,False,True,False,False,1
259000.0,2024,5,21,True,False,False,False,False,True,False,True,False,False,1
470820.0,2024,5,21,True,False,False,False,False,True,False,True,False,False,1
10000.0,2024,5,21,False,True,False,False,False,True,False,True,False,False,1
50000.0,2024,5,21,True,False,False,False,False,True,False,True,False,False,1
35000.0,2024,5,21,False,True,False,False,False,True,False,True,False,False,1
100000.0,2024,5,21,False,False,True,False,False,True,False,True,False,False,1
40000.0,2024,5,21,False,False,True,True,False,False,False,True,False,False,1
75000.0,2024,5,20,False,True,False,False,False,True,False,True,False,False,1
20000.0,2024,5,20,False,True,False,False,False,True,False,True,False,False,1
35000.0,2024,5,19,True,False,False,False,False,True,False,True,False,False,1
35000.0,2024,5,19,True,False,False,False,False,True,False,True,False,False,1
14000.0,2024,5,19,False,True,False,False,False,True,False,True,False,False,1
30000.0,2024,5,17,False,True,False,False,False,True,False,True,False,False,1
30000.0,2024,5,16,False,True,False,False,False,True,False,True,False,False,1
130000.0,2024,5,15,False,True,False,False,False,True,False,True,False,False,0
220000.0,2024,5,15,False,True,False,False,False,True,False,True,False,False,0
35000.0,2024,5,15,False,False,True,False,True,False,False,True,False,False,0
10000.0,2024,5,15,False,False,True,True,False,False,False,True,False,False,0
35000.0,2024,5,15,False,False,True,False,False,True,False,True,False,False,0
0.0,2024,5,14,False,False,True,False,False,True,False,False,False,True,0
10000.0,2024,5,14,False,True,False,True,False,False,False,True,False,False,0
20000.0,2024,5,14,False,False,True,True,False,False,False,True,False,False,0
35000.0,2024,5,14,False,False,True,False,True,False,False,True,False,False,0
35000.0,2024,5,14,False,False,True,False,True,False,False,True,False,False,0
30000.0,2024,5,12,False,True,False,False,False,True,False,True,False,False,0
60000.0,2024,5,10,False,True,False,False,False,True,False,True,False,False,0
35000.0,2024,5,10,False,False,True,False,True,False,False,True,False,False,0
35000.0,2024,5,10,False,False,True,False,True,False,False,True,False,False,0
35000.0,2024,5,9,True,False,False,False,False,True,False,True,False,False,0
20000.0,2024,5,9,False,True,False,False,False,True,False,True,False,False,0
30000.0,2024,5,9,False,True,False,False,False,True,False,True,False,False,0
80000.0,2024,5,8,False,True,False,False,False,True,False,True,False,False,0
10000.0,2024,5,8,False,False,True,True,False,False,False,True,False,False,0
35000.0,2024,5,8,False,False,True,False,True,False,False,True,False,False,0
35000.0,2024,5,8,False,False,True,False,True,False,False,True,False,False,0
10000.0,2024,5,8,False,False,True,True,False,False,False,True,False,False,0
35000.0,2024,5,7,False,False,True,False,True,False,False,True,False,False,0
35000.0,2024,5,7,False,False,True,False,True,False,False,True,False,False,0
120000.0,2024,5,7,False,True,False,False,False,True,False,True,False,False,0
10000.0,2024,5,7,False,False,True,True,False,False,False,True,False,False,0
10000.0,2024,5,6,False,False,True,True,False,False,False,True,False,False,0
100000.0,2024,5,6,True,False,False,False,False,True,False,True,False,False,0
35000.0,2024,5,6,False,False,True,False,True,False,False,True,False,False,0
35000.0,2024,5,6,False,False,True,False,True,False,False,True,False,False,0
40000.0,2024,5,6,False,True,False,False,False,True,False,True,False,False,0
100000.0,2024,5,6,False,True,False,False,False,True,False,True,False,False,0
80000.0,2024,5,6,False,False,True,False,False,True,False,False,True,False,0
30000.0,2024,5,6,False,False,True,True,False,False,False,True,False,False,0
200000.0,2024,5,4,False,False,True,False,False,True,False,True,False,False,0
20000.0,2024,5,4,True,False,False,False,False,True,False,True,False,False,0
100000.0,2024,5,3,False,False,True,False,False,True,False,True,False,False,0
266900.0,2024,5,3,True,False,False,False,False,True,False,True,False,False,0
50000.0,2024,5,3,False,False,True,False,False,True,False,True,False,False,0
35000.0,2024,5,2,True,False,False,False,False,True,False,True,False,False,0
80000.0,2024,5,2,False,True,False,False,False,True,False,True,False,False,0
10000.0,2024,5,2,False,False,True,True,False,False,False,True,False,False,0
20000.0,2024,5,2,False,False,True,True,False,False,False,True,False,False,0
80000.0,2024,5,2,False,True,False,False,False,True,False,True,False,False,0
30000.0,2024,5,2,False,True,False,False,False,True,False,True,False,False,0
0.0,2024,5,2,False,False,True,False,False,True,False,False,False,True,0
199000.0,2024,5,2,True,False,False,False,False,True,False,True,False,False,0
35000.0,2024,5,2,True,False,False,False,False,True,False,True,False,False,0
30000.0,2024,5,1,False,False,True,False,False,True,False,True,False,False,0
155000.0,2024,5,1,True,False,False,False,False,True,False,True,False,False,0
60000.0,2024,5,1,False,True,False,False,False,True,False,True,False,False,0
0.0,2024,5,1,False,False,True,False,False,True,False,False,False,True,0
0.0,2024,5,1,False,False,True,False,False,True,False,False,False,True,0
35000.0,2024,5,1,False,False,True,True,False,False,False,True,False,False,0
35000.0,2024,5,1,False,False,True,False,True,False,False,True,False,False,0
30000.0,2024,5,1,False,True,False,False,False,True,False,True,False,False,0
35000.0,2024,4,30,True,False,False,False,False,True,False,False,True,False,1
10000.0,2024,4,30,False,False,True,True,False,False,False,True,False,False,1
35000.0,2024,4,30,False,False,True,False,False,True,False,True,False,False,1
35000.0,2024,4,30,False,False,True,False,False,True,False,True,False,False,1
90000.0,2024,4,30,False,True,False,False,False,True,False,True,False,False,1
10000.0,2024,4,29,False,False,True,True,False,False,False,True,False,False,1
35000.0,2024,4,29,False,False,True,False,False,True,False,True,False,False,1
80000.0,2024,4,29,False,False,True,True,False,False,False,True,False,False,1
10000.0,2024,4,29,False,False,True,True,False,False,False,True,False,False,1
35000.0,2024,4,29,False,False,True,False,False,True,False,True,False,False,1
500000.0,2024,4,28,True,False,False,False,False,True,False,True,False,False,1
30000.0,2024,4,28,False,True,False,False,False,True,False,True,False,False,1
100000.0,2024,4,27,False,True,False,False,False,True,False,True,False,False,1
40000.0,2024,4,27,True,False,False,False,False,True,False,True,False,False,1
90000.0,2024,4,27,False,True,False,False,False,True,False,True,False,False,1
60000.0,2024,4,27,False,True,False,False,False,True,False,True,False,False,1
120000.0,2024,4,27,False,True,False,False,False,True,False,True,False,False,1
60000.0,2024,4,27,False,True,False,False,False,True,False,True,False,False,1
100000.0,2024,4,27,False,True,False,False,False,True,False,True,False,False,1
100000.0,2024,4,27,True,False,False,False,False,True,False,False,True,False,1
300000.0,2024,4,27,True,False,False,False,False,True,False,False,True,False,1
100000.0,2024,4,27,False,False,True,False,False,True,False,True,False,False,1
49000.0,2024,4,26,False,True,False,False,False,True,False,True,False,False,1
500000.0,2024,4,26,True,False,False,False,False,True,False,True,False,False,1
10000.0,2024,4,26,False,True,False,False,False,True,False,True,False,False,1
49000.0,2024,4,26,False,True,False,False,False,True,False,True,False,False,1
120000.0,2024,4,26,False,True,False,False,False,True,False,True,False,False,1
60000.0,2024,4,26,False,True,False,False,False,True,False,True,False,False,1
100000.0,2024,4,26,False,False,True,False,False,True,False,True,False,False,1
20000.0,2024,4,25,False,True,False,False,False,True,False,True,False,False,1
100000.0,2024,4,25,False,False,True,False,False,True,False,True,False,False,1
699000.0,2024,4,24,True,False,False,False,False,True,False,True,False,False,1
100000.0,2024,4,24,False,False,True,False,False,True,False,True,False,False,1
50000.0,2024,4,24,False,False,True,False,False,True,False,True,False,False,1
60000.0,2024,4,24,False,True,False,False,False,True,False,True,False,False,1
795000.0,2024,4,23,False,True,False,False,False,True,False,True,False,False,1
20000.0,2024,4,23,False,False,True,True,False,False,False,True,False,False,1
35000.0,2024,4,23,False,False,True,False,True,False,False,True,False,False,1
35000.0,2024,4,23,False,False,True,False,True,False,False,True,False,False,1
10000.0,2024,4,22,False,False,True,True,False,False,False,True,False,False,1
35000.0,2024,4,22,False,False,True,False,True,False,False,True,False,False,1
430000.0,2024,4,22,False,False,True,False,False,True,False,True,False,False,1
259000.0,2024,4,22,True,False,False,False,False,True,False,True,False,False,1
44020.0,2024,4,22,False,False,True,False,False,False,True,False,True,False,1
20000.0,2024,4,22,False,False,True,False,False,True,False,True,False,False,1
20000.0,2024,4,22,False,False,True,True,False,False,False,True,False,False,1
30000.0,2024,4,22,False,False,True,True,False,False,False,True,False,False,1
30000.0,2024,4,22,True,False,False,True,False,False,False,False,True,False,1
35000.0,2024,4,22,False,False,True,False,True,False,False,True,False,False,1
40000.0,2024,4,21,False,True,False,False,False,True,False,True,False,False,1
70000.0,2024,4,21,False,True,False,True,False,False,False,True,False,False,1
25000.0,2024,4,21,False,True,False,False,False,True,False,True,False,False,1
100000.0,2024,4,21,False,False,True,False,False,True,False,True,False,False,1
10000.0,2024,4,21,True,False,False,True,False,False,False,True,False,False,1
799000.0,2024,4,20,True,False,False,False,False,True,False,True,False,False,1
83000.0,2024,4,20,False,True,False,False,False,True,False,True,False,False,1
89520.0,2024,4,20,True,False,False,False,False,True,False,False,True,False,1
88010.0,2024,4,20,False,True,False,False,False,True,False,True,False,False,1
30000.0,2024,4,20,False,True,False,True,False,False,False,True,False,False,1
10000.0,2024,4,19,False,False,True,True,False,False,False,True,False,False,1
35000.0,2024,4,19,False,False,True,False,True,False,False,True,False,False,1
35000.0,2024,4,19,False,False,True,False,True,False,False,True,False,False,1
75000.0,2024,4,18,False,True,False,False,False,True,False,True,False,False,1
130000.0,2024,4,18,False,True,False,False,False,True,False,True,False,False,1
5000.0,2024,4,17,False,False,True,True,False,False,False,True,False,False,1
0.0,2024,4,17,False,False,True,False,False,True,False,False,False,True,1
35000.0,2024,4,17,False,False,True,True,False,False,False,True,False,False,1
0.0,2024,4,17,False,False,True,False,False,True,False,False,False,True,1
35000.0,2024,4,16,False,False,True,False,True,False,False,True,False,False,1
10000.0,2024,4,16,False,False,True,True,False,False,False,True,False,False,1
35000.0,2024,4,16,False,False,True,False,True,False,False,True,False,False,1
10000.0,2024,4,15,False,False,True,True,False,False,False,True,False,False,1
35000.0,2024,4,15,False,False,True,False,True,False,False,True,False,False,1
60000.0,2024,4,15,False,True,False,False,False,True,False,True,False,False,1
616320.0,2024,4,15,True,False,False,False,False,True,False,True,False,False,1
35000.0,2024,4,15,False,False,True,False,True,False,False,True,False,False,1
10000.0,2024,4,15,False,False,True,True,False,False,False,True,False,False,1
30000.0,2024,4,14,False,True,False,False,False,True,False,True,False,False,0
20000.0,2024,4,12,False,False,True,True,False,False,False,True,False,False,0
0.0,2024,4,12,False,False,True,False,False,True,False,False,False,True,0
35000.0,2024,4,12,False,False,True,False,True,False,False,True,False,False,0
35000.0,2024,4,12,False,False,True,False,True,False,False,True,False,False,0
40000.0,2024,4,12,False,False,True,False,True,False,False,True,False,False,0
35000.0,2024,4,10,False,False,True,False,True,False,False,True,False,False,0
30000.0,2024,4,10,False,False,True,True,False,False,False,True,False,False,0
70990.0,2024,4,10,False,False,True,False,False,True,False,True,False,False,0
35000.0,2024,4,10,True,False,False,False,False,True,False,True,False,False,0
35000.0,2024,4,10,False,False,True,False,True,False,False,True,False,False,0
140000.0,2024,4,10,False,True,False,False,False,True,False,True,False,False,0
35000.0,2024,4,8,False,False,True,False,True,False,False,True,False,False,0
10000.0,2024,4,8,False,False,True,True,False,False,False,True,False,False,0
30000.0,2024,4,7,False,True,False,False,False,True,False,True,False,False,0
250000.0,2024,4,7,True,False,False,False,False,True,False,True,False,False,0
10000.0,2024,4,6,False,True,False,False,False,True,False,True,False,False,0
10000.0,2024,4,6,False,False,True,True,False,False,False,True,False,False,0
30000.0,2024,4,6,False,True,False,False,False,True,False,True,False,False,0
20000.0,2024,4,6,False,False,True,True,False,False,False,True,False,False,0
30000.0,2024,4,5,False,True,False,False,False,True,False,True,False,False,0
35000.0,2024,4,5,False,False,True,False,True,False,False,True,False,False,0
0.0,2024,4,5,False,False,True,False,False,True,False,False,False,True,0
309840.0,2024,4,5,True,False,False,False,False,True,False,True,False,False,0
25000.0,2024,4,5,False,True,False,False,False,True,False,True,False,False,0
35000.0,2024,4,5,False,False,True,False,True,False,False,True,False,False,0
75000.0,2024,4,4,False,True,False,False,False,True,False,True,False,False,0
100000.0,2024,4,4,True,False,False,False,False,True,False,True,False,False,0
761440.0,2024,4,4,True,False,False,False,False,True,False,False,True,False,0
0.0,2024,4,3,False,False,True,False,False,True,False,False,False,True,0
35000.0,2024,4,3,True,False,False,False,False,True,False,False,True,False,0
10000.0,2024,4,3,False,False,True,True,False,False,False,True,False,False,0
35000.0,2024,4,3,False,False,True,False,True,False,False,True,False,False,0
35000.0,2024,4,2,False,False,True,False,True,False,False,True,False,False,0
35000.0,2024,4,2,False,False,True,False,True,False,False,True,False,False,0
10000.0,2024,4,2,False,True,False,True,False,False,False,True,False,False,0
60000.0,2024,4,2,False,True,False,True,False,False,False,True,False,False,0
60000.0,2024,4,2,True,False,False,True,False,False,False,False,True,False,0
10000.0,2024,4,2,False,False,True,True,False,False,False,True,False,False,0
199000.0,2024,4,1,True,False,False,False,False,False,True,True,False,False,0
35000.0,2024,4,1,True,False,False,False,False,False,True,True,False,False,0
100000.0,2024,4,1,True,False,False,True,False,False,False,False,True,False,0
160000.0,2024,4,1,False,True,False,False,False,True,False,True,False,False,0
50000.0,2024,4,1,False,True,False,False,False,True,False,True,False,False,0
50000.0,2024,4,1,False,False,True,True,False,False,False,True,False,False,0
35000.0,2024,3,31,False,False,True,False,True,False,False,True,False,False,1
10000.0,2024,3,31,False,False,True,True,False,False,False,True,False,False,1
35000.0,2024,3,31,True,False,False,False,False,True,False,True,False,False,1
35000.0,2024,3,31,True,False,False,False,False,True,False,True,False,False,1
150000.0,2024,3,31,True,False,False,False,False,True,False,True,False,False,1
100000.0,2024,3,30,True,False,False,True,False,False,False,True,False,False,1
90000.0,2024,3,29,False,True,False,False,False,True,False,True,False,False,1
35000.0,2024,3,29,True,False,False,False,False,True,False,True,False,False,1
60000.0,2024,3,29,False,True,False,False,False,True,False,True,False,False,1
100000.0,2024,3,28,True,False,False,False,False,True,False,True,False,False,1
250000.0,2024,3,28,False,True,False,False,False,True,False,True,False,False,1
5000.0,2024,3,28,False,False,True,False,False,True,False,True,False,False,1
35000.0,2024,3,28,True,False,False,False,False,True,False,False,True,False,1
0.0,2024,3,28,False,False,True,False,False,True,False,False,False,True,1
70000.0,2024,3,27,False,True,False,True,False,False,False,True,False,False,1
40000.0,2024,3,26,False,True,False,False,False,True,False,True,False,False,1
20000.0,2024,3,26,False,False,True,True,False,False,False,True,False,False,1
10000.0,2024,3,25,False,False,True,True,False,False,False,True,False,False,1
10000.0,2024,3,25,False,False,True,True,False,False,False,True,False,False,1
35000.0,2024,3,25,False,False,True,False,True,False,False,True,False,False,1
35000.0,2024,3,25,False,False,True,False,True,False,False,True,False,False,1
0.0,2024,3,25,False,False,True,True,False,False,False,False,False,True,1
105000.0,2024,3,24,False,False,True,False,False,True,False,True,False,False,1
